FID,OBJECTID,Join_Count,TARGET_FID,SEQNUM,X,Y,CFCA_ID,SiteName,Hydroclass,EcoHydro_T,Wetland_Ty,Urban_Dens,SusceptGW,Stressed,Hydro_alt,Acres,Class,SFxZsuArea,SFxZsuAr_1,SFxZusArea,SFxZusAr_1,Lake_,Name,Row,Column_,Ranking,ZsuP_L1,ZusP_L1,ZsuR_L1,ZusR_L1,ZsuP_L3,ZusP_L3,ZsuR_L3,ZusR_L3,X_SP,Y_SP
986,987,0,987,149493.000000000000000,1455691.806000000100000,10083792.170000000000000,SW-QQ,Crooked Lake,1F Xeric Lakes,1F,Ridge,Low,Moderate,YES,YES,15.510816000000000,Class 1,0.000128584659078,0.001280883210370,0.027527355878700,0.570804050824000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.0002691,0.0028344,0.0000083,0.0017747,0.0018669,0.0305163,0.0000826,0.0368004,471381.0000000,1255060.0000000
987,988,0,988,149495.000000000000000,1458191.801000000000000,10083792.170000000000000,SW-QQ,Crooked Lake,1F Xeric Lakes,1F,Ridge,Low,Moderate,YES,YES,7.029416000000000,Class 1,0.000095951530196,0.000583863268646,0.027654846371300,0.260601679197000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.0003884,0.0043062,0.0000137,0.0039342,0.0018767,0.0307587,0.0000831,0.0370730,473881.0000000,1255060.0000000
988,989,0,989,149496.000000000000000,1459441.799000000100000,10083792.170000000000000,SW-QQ,Crooked Lake,1F Xeric Lakes,1F,Ridge,Low,Moderate,YES,YES,17.655083999999999,Class 1,0.000462739755429,0.001490089131600,0.160704876721000,0.668162452796000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.0006624,0.0079728,0.0000262,0.0091025,0.0019043,0.0314473,0.0000844,0.0378453,475132.0000000,1255060.0000000
989,990,0,990,149497.000000000000000,1460691.796000000100000,10083792.170000000000000,SW-QQ,Crooked Lake,1F Xeric Lakes,1F,Ridge,Low,Moderate,YES,YES,0.386620000000000,Class 1,0.000013090953300,0.000033117869891,0.004812812030320,0.014912749259300,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.0008311,0.0104488,0.0000339,0.0124484,0.0019299,0.0320977,0.0000857,0.0385721,476382.0000000,1255060.0000000
990,991,0,991,149876.000000000000000,1449441.818999999900000,10082542.170000000000000,SW-QQ,Crooked Lake,1F Xeric Lakes,1F,Ridge,Low,Moderate,YES,YES,25.448456000000000,Class 1,0.000000763453653,0.001781900977610,0.000000000000000,0.761407864052000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.0000793,0.0006373,0.0000000,0.0000000,0.0016070,0.0245180,0.0000700,0.0299196,465128.0000000,1253810.0000000
991,992,0,992,149877.000000000000000,1450691.816000000100000,10082542.170000000000000,SW-QQ,Crooked Lake,1F Xeric Lakes,1F,Ridge,Low,Moderate,YES,YES,35.894547000000003,Class 1,0.000001076836372,0.002528052816450,0.000000000000000,1.081762609460000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.0000791,0.0006356,0.0000000,0.0000000,0.0016156,0.0247041,0.0000704,0.0301372,466379.0000000,1253810.0000000
992,993,0,993,149878.000000000000000,1451941.814000000000000,10082542.170000000000000,SW-QQ,Crooked Lake,1F Xeric Lakes,1F,Ridge,Low,Moderate,YES,YES,35.894547000000003,Class 1,0.000001076836372,0.002590150542200,0.000000000000000,1.114834717940000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.0000792,0.0006365,0.0000000,0.0000000,0.0016517,0.0254947,0.0000722,0.0310586,467629.0000000,1253810.0000000
993,994,1,994,149879.000000000000000,1453191.811000000000000,10082542.170000000000000,SW-QQ,Crooked Lake,1F Xeric Lakes,1F,Ridge,Low,Moderate,YES,YES,35.894556000000001,Class 1,0.355963080277000,0.002652607776780,0.000000000000000,1.148424735220000,259.000000000000000,CROOKED LAKE,387.000000000000000,111.000000000000000,L,0.0244412,0.0001525,0.0099169,0.0000000,0.0016880,0.0263020,0.0000739,0.0319944,468880.0000000,1253810.0000000
994,995,1,995,149880.000000000000000,1454441.808999999900000,10082542.170000000000000,SW-QQ,Crooked Lake,1F Xeric Lakes,1F,Ridge,Low,Moderate,YES,YES,35.894547000000003,Class 1,0.355962991025000,0.002948378185070,0.000000000000000,1.311943831930000,259.000000000000000,CROOKED LAKE,387.000000000000000,112.000000000000000,L,0.0244412,0.0001525,0.0099169,0.0000000,0.0018579,0.0302940,0.0000821,0.0365499,470130.0000000,1253810.0000000
995,996,1,996,149881.000000000000000,1455691.806000000100000,10082542.170000000000000,SW-QQ,Crooked Lake,1F Xeric Lakes,1F,Ridge,Low,Moderate,YES,YES,25.073860000000000,Class 1,0.248655212229000,0.002101440263070,0.000000000000000,0.940390563141000,259.000000000000000,CROOKED LAKE,387.000000000000000,113.000000000000000,L,0.0244412,0.0001525,0.0099169,0.0000000,0.0018922,0.0311433,0.0000838,0.0375048,471381.0000000,1253810.0000000
996,997,0,997,150263.000000000000000,1448191.821000000000000,10081292.170000000000000,SW-QQ,Crooked Lake,1F Xeric Lakes,1F,Ridge,Low,Moderate,YES,YES,5.667821000000000,Class 1,0.000003117301445,0.000389492663962,0.000000000000000,0.165701469491000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.0000914,0.0007724,0.0000005,0.0000000,0.0015798,0.0239346,0.0000687,0.0292355,463878.0000000,1252560.0000000
997,998,0,998,150264.000000000000000,1449441.818999999900000,10081292.170000000000000,SW-QQ,Crooked Lake,1F Xeric Lakes,1F,Ridge,Low,Moderate,YES,YES,31.199280999999999,Class 1,0.000016847610917,0.002196741440140,0.000000000000000,0.939894250122000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.0000911,0.0007690,0.0000005,0.0000000,0.0016152,0.0246941,0.0000704,0.0301255,465128.0000000,1252560.0000000
998,999,1,999,150265.000000000000000,1450691.816000000100000,10081292.170000000000000,SW-QQ,Crooked Lake,1F Xeric Lakes,1F,Ridge,Low,Moderate,YES,YES,35.894547000000003,Class 1,0.000060302837828,0.002589073749820,0.000000000000000,1.114226703970000,265.000000000000000,LITTLE CROOKED LAKE,388.000000000000000,109.000000000000000,L,0.0001177,0.0010685,0.0000017,0.0000000,0.0016511,0.0254801,0.0000721,0.0310417,466379.0000000,1252560.0000000
999,1000,0,1000,150266.000000000000000,1451941.814000000000000,10081292.170000000000000,SW-QQ,Crooked Lake,1F Xeric Lakes,1F,Ridge,Low,Moderate,YES,YES,35.894547000000003,Class 1,0.000001076836372,0.002667682727280,0.000000000000000,1.156471706620000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.0000791,0.0006356,0.0000000,0.0000000,0.0016966,0.0264961,0.0000743,0.0322186,467629.0000000,1252560.0000000
1000,1001,1,1001,150267.000000000000000,1453191.811000000000000,10081292.170000000000000,SW-QQ,Crooked Lake,1F Xeric Lakes,1F,Ridge,Low,Moderate,YES,YES,34.483777000000003,Class 1,0.341972511946000,0.002560420368160,0.000000000000000,1.109805233070000,259.000000000000000,CROOKED LAKE,388.000000000000000,111.000000000000000,L,0.0244412,0.0001525,0.0099169,0.0000000,0.0016953,0.0264656,0.0000742,0.0321834,468880.0000000,1252560.0000000
1001,1002,1,1002,150268.000000000000000,1454441.808999999900000,10081292.170000000000000,SW-QQ,Crooked Lake,1F Xeric Lakes,1F,Ridge,Low,Moderate,YES,YES,34.133977000000002,Class 1,0.338503576839000,0.002593158159360,0.000000000000000,1.130449376850000,259.000000000000000,CROOKED LAKE,388.000000000000000,112.000000000000000,L,0.0244412,0.0001525,0.0099169,0.0000000,0.0017309,0.0272772,0.0000760,0.0331180,470130.0000000,1252560.0000000
1002,1003,1,1003,150269.000000000000000,1455691.806000000100000,10081292.170000000000000,SW-QQ,Crooked Lake,1F Xeric Lakes,1F,Ridge,Low,Moderate,YES,YES,34.466473999999998,Class 1,0.341800919653000,0.002675976954200,0.000000000000000,1.173048499670000,259.000000000000000,CROOKED LAKE,388.000000000000000,113.000000000000000,L,0.0244412,0.0001525,0.0099169,0.0000000,0.0017654,0.0280772,0.0000776,0.0340345,471381.0000000,1252560.0000000
1003,1004,0,1004,150270.000000000000000,1456941.804000000000000,10081292.170000000000000,SW-QQ,Crooked Lake,1F Xeric Lakes,1F,Ridge,Low,Moderate,YES,YES,3.976548000000000,Class 1,0.000054836595665,0.000327428949911,0.015857996071200,0.145799095540000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.0003914,0.0043433,0.0000138,0.0039879,0.0018620,0.0303959,0.0000823,0.0366647,472631.0000000,1252560.0000000
1004,1005,0,1005,150651.000000000000000,1448191.821000000000000,10080042.180000000000000,SW-QQ,Crooked Lake,1F Xeric Lakes,1F,Ridge,Low,Moderate,YES,YES,20.380185000000001,Class 1,0.000001019009262,0.001449031214020,0.000000000000000,0.621426684839000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.0000796,0.0006407,0.0000001,0.0000000,0.0016296,0.0250077,0.0000711,0.0304917,463878.0000000,1251310.0000000
1005,1006,1,1006,150652.000000000000000,1449441.818999999900000,10080042.180000000000000,SW-QQ,Crooked Lake,1F Xeric Lakes,1F,Ridge,Low,Moderate,YES,YES,35.538817999999999,Class 1,0.000059705213120,0.002531074549110,0.000000000000000,1.085908461640000,265.000000000000000,LITTLE CROOKED LAKE,389.000000000000000,108.000000000000000,L,0.0001177,0.0010685,0.0000017,0.0000000,0.0016321,0.0250625,0.0000712,0.0305556,465128.0000000,1251310.0000000
1006,1007,1,1007,150653.000000000000000,1450691.816000000100000,10080042.180000000000000,SW-QQ,Crooked Lake,1F Xeric Lakes,1F,Ridge,Low,Moderate,YES,YES,35.894556000000001,Class 1,0.000060302852948,0.002600560535440,0.000000000000000,1.120355262850000,265.000000000000000,LITTLE CROOKED LAKE,389.000000000000000,109.000000000000000,L,0.0001177,0.0010685,0.0000017,0.0000000,0.0016577,0.0256270,0.0000724,0.0312124,466379.0000000,1251310.0000000
1007,1008,1,1008,150654.000000000000000,1451941.814000000000000,10080042.180000000000000,SW-QQ,Crooked Lake,1F Xeric Lakes,1F,Ridge,Low,Moderate,YES,YES,35.894556000000001,Class 1,0.000060302852948,0.002663017120590,0.000000000000000,1.153945669200000,265.000000000000000,LITTLE CROOKED LAKE,389.000000000000000,110.000000000000000,L,0.0001177,0.0010685,0.0000017,0.0000000,0.0016939,0.0264351,0.0000742,0.0321482,467629.0000000,1251310.0000000
1008,1009,0,1009,150655.000000000000000,1453191.811000000000000,10080042.180000000000000,SW-QQ,Crooked Lake,1F Xeric Lakes,1F,Ridge,Low,Moderate,YES,YES,28.050456000000001,Class 1,0.000057503432582,0.002129871177730,0.000000000000000,0.928353727421000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.0001264,0.0011662,0.0000020,0.0000000,0.0017300,0.0272579,0.0000759,0.0330959,468880.0000000,1251310.0000000
1009,1010,0,1010,150656.000000000000000,1454441.808999999900000,10080042.180000000000000,SW-QQ,Crooked Lake,1F Xeric Lakes,1F,Ridge,Low,Moderate,YES,YES,17.607094000000000,Class 1,0.000007394979341,0.001342012700370,0.000000000000000,0.585521806185000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.0000883,0.0007384,0.0000004,0.0000000,0.0017361,0.0273964,0.0000762,0.0332549,470130.0000000,1251310.0000000
1010,1011,0,1011,150657.000000000000000,1455691.806000000100000,10080042.180000000000000,SW-QQ,Crooked Lake,1F Xeric Lakes,1F,Ridge,Low,Moderate,YES,YES,34.140013000000003,Class 1,0.000083984428741,0.002658482736080,0.000000000000000,1.166388793380000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.0001358,0.0012734,0.0000025,0.0000000,0.0017703,0.0281914,0.0000779,0.0341649,471381.0000000,1251310.0000000
1011,1012,0,1012,150658.000000000000000,1456941.804000000000000,10080042.180000000000000,SW-QQ,Crooked Lake,1F Xeric Lakes,1F,Ridge,Low,Moderate,YES,YES,10.057886000000000,Class 1,0.000071913883632,0.000817002065837,0.013204596766100,0.362446688336000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.0002432,0.0025244,0.0000071,0.0013129,0.0018393,0.0298386,0.0000812,0.0360361,472631.0000000,1251310.0000000
1012,1013,0,1013,151039.000000000000000,1448191.821000000000000,10078792.180000000000000,SW-QQ,Crooked Lake,1F Xeric Lakes,1F,Ridge,Low,Moderate,YES,YES,27.053439999999998,Class 1,0.000001893740764,0.001924040579790,0.000000000000000,0.825187526138000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.0000800,0.0006458,0.0000001,0.0000000,0.0016300,0.0250167,0.0000711,0.0305021,463878.0000000,1250060.0000000
1013,1014,1,1014,151040.000000000000000,1449441.818999999900000,10078792.180000000000000,SW-QQ,Crooked Lake,1F Xeric Lakes,1F,Ridge,Low,Moderate,YES,YES,35.894556000000001,Class 1,0.000060302852948,0.002612046933050,0.000000000000000,1.126577144690000,265.000000000000000,LITTLE CROOKED LAKE,390.000000000000000,108.000000000000000,L,0.0001177,0.0010685,0.0000017,0.0000000,0.0016645,0.0257764,0.0000728,0.0313857,465128.0000000,1250060.0000000
1014,1015,1,1015,151041.000000000000000,1450691.816000000100000,10078792.180000000000000,SW-QQ,Crooked Lake,1F Xeric Lakes,1F,Ridge,Low,Moderate,YES,YES,35.894547000000003,Class 1,0.000060302837828,0.002645069042720,0.000000000000000,1.144354350730000,265.000000000000000,LITTLE CROOKED LAKE,390.000000000000000,109.000000000000000,L,0.0001177,0.0010685,0.0000017,0.0000000,0.0016836,0.0262039,0.0000737,0.0318810,466379.0000000,1250060.0000000
1015,1016,1,1016,151042.000000000000000,1451941.814000000000000,10078792.180000000000000,SW-QQ,Crooked Lake,1F Xeric Lakes,1F,Ridge,Low,Moderate,YES,YES,35.894547000000003,Class 1,0.000060302837828,0.002671272209320,0.000000000000000,1.158483621750000,265.000000000000000,LITTLE CROOKED LAKE,390.000000000000000,110.000000000000000,L,0.0001177,0.0010685,0.0000017,0.0000000,0.0016987,0.0265446,0.0000744,0.0322746,467629.0000000,1250060.0000000
1016,1017,1,1017,151043.000000000000000,1453191.811000000000000,10078792.180000000000000,SW-QQ,Crooked Lake,1F Xeric Lakes,1F,Ridge,Low,Moderate,YES,YES,35.894556000000001,Class 1,0.000060302852948,0.002733370359250,0.000000000000000,1.192312335970000,265.000000000000000,LITTLE CROOKED LAKE,390.000000000000000,111.000000000000000,L,0.0001177,0.0010685,0.0000017,0.0000000,0.0017346,0.0273635,0.0000761,0.0332171,468880.0000000,1250060.0000000
1017,1018,1,1018,151044.000000000000000,1454441.808999999900000,10078792.180000000000000,SW-QQ,Crooked Lake,1F Xeric Lakes,1F,Ridge,Low,Moderate,YES,YES,35.894547000000003,Class 1,0.000060302837828,0.002794749451010,0.000000000000000,1.225957794030000,265.000000000000000,LITTLE CROOKED LAKE,390.000000000000000,112.000000000000000,L,0.0001177,0.0010685,0.0000017,0.0000000,0.0017699,0.0281822,0.0000779,0.0341544,470130.0000000,1250060.0000000
1018,1019,1,1019,151045.000000000000000,1455691.806000000100000,10078792.180000000000000,SW-QQ,Crooked Lake,1F Xeric Lakes,1F,Ridge,Low,Moderate,YES,YES,35.894556000000001,Class 1,0.000060302852948,0.002873359148920,0.000000000000000,1.269672270390000,265.000000000000000,LITTLE CROOKED LAKE,390.000000000000000,113.000000000000000,L,0.0001177,0.0010685,0.0000017,0.0000000,0.0018150,0.0292524,0.0000800,0.0353723,471381.0000000,1250060.0000000
1019,1020,0,1020,151046.000000000000000,1456941.804000000000000,10078792.180000000000000,SW-QQ,Crooked Lake,1F Xeric Lakes,1F,Ridge,Low,Moderate,YES,YES,18.501294999999999,Class 1,0.000363920477389,0.001510630797190,0.117562224469000,0.671153900856000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.0005188,0.0059985,0.0000197,0.0063543,0.0018480,0.0300511,0.0000817,0.0362760,472631.0000000,1250060.0000000
1020,1021,0,1021,151427.000000000000000,1448191.821000000000000,10077542.180000000000000,SW-QQ,Crooked Lake,1F Xeric Lakes,1F,Ridge,Low,Moderate,YES,YES,23.877980999999998,Class 1,0.000001910238468,0.001702261266700,0.000000000000000,0.730569753838000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.0000805,0.0006509,0.0000001,0.0000000,0.0016337,0.0250972,0.0000713,0.0305960,463878.0000000,1248810.0000000
1021,1022,1,1022,151428.000000000000000,1449441.818999999900000,10077542.180000000000000,SW-QQ,Crooked Lake,1F Xeric Lakes,1F,Ridge,Low,Moderate,YES,YES,35.894565999999998,Class 1,0.000060302869748,0.002618149574500,0.000000000000000,1.129852204500000,265.000000000000000,LITTLE CROOKED LAKE,391.000000000000000,108.000000000000000,L,0.0001177,0.0010685,0.0000017,0.0000000,0.0016680,0.0258550,0.0000729,0.0314770,465128.0000000,1248810.0000000
1022,1023,1,1023,151429.000000000000000,1450691.816000000100000,10077542.180000000000000,SW-QQ,Crooked Lake,1F Xeric Lakes,1F,Ridge,Low,Moderate,YES,YES,35.894556000000001,Class 1,0.000060302852948,0.002664453018230,0.000000000000000,1.154740754290000,265.000000000000000,LITTLE CROOKED LAKE,391.000000000000000,109.000000000000000,L,0.0001177,0.0010685,0.0000017,0.0000000,0.0016948,0.0264543,0.0000742,0.0321704,466379.0000000,1248810.0000000
1023,1024,1,1024,151430.000000000000000,1451941.814000000000000,10077542.180000000000000,SW-QQ,Crooked Lake,1F Xeric Lakes,1F,Ridge,Low,Moderate,YES,YES,35.894556000000001,Class 1,0.000060302852948,0.002698552844910,0.000000000000000,1.173268536940000,265.000000000000000,LITTLE CROOKED LAKE,391.000000000000000,110.000000000000000,L,0.0001177,0.0010685,0.0000017,0.0000000,0.0017145,0.0269020,0.0000752,0.0326865,467629.0000000,1248810.0000000
1024,1025,1,1025,151431.000000000000000,1453191.811000000000000,10077542.180000000000000,SW-QQ,Crooked Lake,1F Xeric Lakes,1F,Ridge,Low,Moderate,YES,YES,35.894565999999998,Class 1,0.000060302869748,0.002738755346650,0.000000000000000,1.195167005710000,265.000000000000000,LITTLE CROOKED LAKE,391.000000000000000,111.000000000000000,L,0.0001177,0.0010685,0.0000017,0.0000000,0.0017377,0.0274328,0.0000763,0.0332966,468880.0000000,1248810.0000000
1025,1026,1,1026,151432.000000000000000,1454441.808999999900000,10077542.180000000000000,SW-QQ,Crooked Lake,1F Xeric Lakes,1F,Ridge,Low,Moderate,YES,YES,35.894556000000001,Class 1,0.000060302852948,0.002814492046710,0.000000000000000,1.237049578610000,265.000000000000000,LITTLE CROOKED LAKE,391.000000000000000,112.000000000000000,L,0.0001177,0.0010685,0.0000017,0.0000000,0.0017814,0.0284531,0.0000784,0.0344634,470130.0000000,1248810.0000000
1026,1027,1,1027,151433.000000000000000,1455691.806000000100000,10077542.180000000000000,SW-QQ,Crooked Lake,1F Xeric Lakes,1F,Ridge,Low,Moderate,YES,YES,35.894565999999998,Class 1,0.000060302869748,0.002874077898440,0.000000000000000,1.270140769710000,265.000000000000000,LITTLE CROOKED LAKE,391.000000000000000,113.000000000000000,L,0.0001177,0.0010685,0.0000017,0.0000000,0.0018155,0.0292639,0.0000801,0.0353853,471381.0000000,1248810.0000000
1027,1028,0,1028,151434.000000000000000,1456941.804000000000000,10077542.180000000000000,SW-QQ,Crooked Lake,1F Xeric Lakes,1F,Ridge,Low,Moderate,YES,YES,26.621829000000002,Class 1,0.000221227408026,0.002120961034470,0.047455807693200,0.936120139557000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.0002696,0.0028397,0.0000083,0.0017826,0.0018073,0.0290685,0.0000797,0.0351636,472631.0000000,1248810.0000000
1028,1029,0,1029,151815.000000000000000,1448191.821000000000000,10076292.180000000000000,SW-QQ,Crooked Lake,1F Xeric Lakes,1F,Ridge,Low,Moderate,YES,YES,1.494565000000000,Class 1,0.000001285325900,0.000106756773095,0.000000000000000,0.045834781778300,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.0000985,0.0008525,0.0000009,0.0000000,0.0016365,0.0251587,0.0000714,0.0306676,463878.0000000,1247560.0000000
1029,1030,0,1030,151816.000000000000000,1449441.818999999900000,10076292.180000000000000,SW-QQ,Crooked Lake,1F Xeric Lakes,1F,Ridge,Low,Moderate,YES,YES,31.077287999999999,Class 1,0.000000310772878,0.002270506674700,0.000000000000000,0.980163043583000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.0000788,0.0006322,0.0000000,0.0000000,0.0016704,0.0259090,0.0000731,0.0315395,465128.0000000,1247560.0000000
1030,1031,0,1031,151817.000000000000000,1450691.816000000100000,10076292.180000000000000,SW-QQ,Crooked Lake,1F Xeric Lakes,1F,Ridge,Low,Moderate,YES,YES,35.894547000000003,Class 1,0.000001794727371,0.002687783722200,0.000000000000000,1.167466503200000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.0000797,0.0006424,0.0000001,0.0000000,0.0017083,0.0267616,0.0000749,0.0325249,466379.0000000,1247560.0000000
